dblp_id,dblp,phd_year,CareerAge,CareerAge_next,pubs_adj,pubs_adj_next,raw_delta
=Ccedil=etintemel:Ugur__2001,=Ccedil=etintemel:Ugur,2001,0,1,5.20913670201103,6.691237871384211,1.4821011693731814
=Ccedil=etintemel:Ugur__2001,=Ccedil=etintemel:Ugur,2001,1,2,6.691237871384211,12.901876020773283,6.210638149389072
=Ccedil=etintemel:Ugur__2001,=Ccedil=etintemel:Ugur,2001,2,3,12.901876020773283,4.667694222626299,-8.234181798146984
=Ccedil=etintemel:Ugur__2001,=Ccedil=etintemel:Ugur,2001,3,4,4.667694222626299,12.016540965892675,7.348846743266376
=Ccedil=etintemel:Ugur__2001,=Ccedil=etintemel:Ugur,2001,4,5,12.016540965892675,11.608251198605696,-0.40828976728697874
=Ccedil=etintemel:Ugur__2001,=Ccedil=etintemel:Ugur,2001,5,6,11.608251198605696,7.012981309862083,-4.595269888743614
=Ccedil=etintemel:Ugur__2001,=Ccedil=etintemel:Ugur,2001,6,7,7.012981309862083,8.13951419978478,1.1265328899226983
=Ccedil=etintemel:Ugur__2001,=Ccedil=etintemel:Ugur,2001,7,8,8.13951419978478,3.938514406934989,-4.200999792849792
=Ccedil=etintemel:Ugur__2001,=Ccedil=etintemel:Ugur,2001,8,9,3.938514406934989,2.5424108224934465,-1.3961035844415424
=Ccedil=etintemel:Ugur__2001,=Ccedil=etintemel:Ugur,2001,9,10,2.5424108224934465,4.9262058302767695,2.383795007783323
=Ccedil=etintemel:Ugur__2001,=Ccedil=etintemel:Ugur,2001,10,11,4.9262058302767695,2.3875022309686176,-2.538703599308152
=Ccedil=etintemel:Ugur__2001,=Ccedil=etintemel:Ugur,2001,11,12,2.3875022309686176,3.4730672721883904,1.0855650412197728
=Ccedil=etintemel:Ugur__2001,=Ccedil=etintemel:Ugur,2001,12,13,3.4730672721883904,5.616295124389348,2.1432278522009574
=Ccedil=etintemel:Ugur__2001,=Ccedil=etintemel:Ugur,2001,13,14,5.616295124389348,6.5421760069545805,0.9258808825652327
=Ccedil=etintemel:Ugur__2001,=Ccedil=etintemel:Ugur,2001,14,15,6.5421760069545805,2.117818278403299,-4.424357728551282
=Ouml=ren:Tuncer_I=__1971,=Ouml=ren:Tuncer_I=,1971,9,10,5.229337929769933,4.885269831969991,-0.3440680977999424
=Ouml=ren:Tuncer_I=__1971,=Ouml=ren:Tuncer_I=,1971,10,11,4.885269831969991,13.726975515824623,8.841705683854633
=Ouml=ren:Tuncer_I=__1971,=Ouml=ren:Tuncer_I=,1971,11,12,13.726975515824623,4.295879940054407,-9.431095575770216
=Ouml=ren:Tuncer_I=__1971,=Ouml=ren:Tuncer_I=,1971,12,13,4.295879940054407,4.04208312582216,-0.2537968142322473
=Ouml=ren:Tuncer_I=__1971,=Ouml=ren:Tuncer_I=,1971,13,14,4.04208312582216,3.811036551090419,-0.2310465747317405
=Ouml=ren:Tuncer_I=__1971,=Ouml=ren:Tuncer_I=,1971,14,15,3.811036551090419,0.0,-3.811036551090419
=Ouml=ren:Tuncer_I=__1971,=Ouml=ren:Tuncer_I=,1971,15,16,0.0,6.81336158803016,6.81336158803016
=Ouml=ren:Tuncer_I=__1971,=Ouml=ren:Tuncer_I=,1971,16,17,6.81336158803016,3.2290636986567964,-3.5842978893733637
=Ouml=ren:Tuncer_I=__1971,=Ouml=ren:Tuncer_I=,1971,17,18,3.2290636986567964,0.0,-3.2290636986567964
=Ouml=ren:Tuncer_I=__1971,=Ouml=ren:Tuncer_I=,1971,18,19,0.0,2.9143644012641174,2.9143644012641174
=Ouml=ren:Tuncer_I=__1971,=Ouml=ren:Tuncer_I=,1971,19,20,2.9143644012641174,0.0,-2.9143644012641174
=Ouml=zsu:M=_Tamer__1983,=Ouml=zsu:M=_Tamer,1983,0,1,0.0,7.200019461162331,7.200019461162331
=Ouml=zsu:M=_Tamer__1983,=Ouml=zsu:M=_Tamer,1983,1,2,7.200019461162331,3.40668079401508,-3.7933386671472507
=Ouml=zsu:M=_Tamer__1983,=Ouml=zsu:M=_Tamer,1983,2,3,3.40668079401508,3.2290636986567964,-0.17761709535828363
=Ouml=zsu:M=_Tamer__1983,=Ouml=zsu:M=_Tamer,1983,3,4,3.2290636986567964,0.0,-3.2290636986567964
=Ouml=zsu:M=_Tamer__1983,=Ouml=zsu:M=_Tamer,1983,4,5,0.0,2.9143644012641174,2.9143644012641174
=Ouml=zsu:M=_Tamer__1983,=Ouml=zsu:M=_Tamer,1983,5,6,2.9143644012641174,13.872617502061653,10.958253100797535
=Ouml=zsu:M=_Tamer__1983,=Ouml=zsu:M=_Tamer,1983,6,7,13.872617502061653,13.224045766643629,-0.6485717354180238
=Ouml=zsu:M=_Tamer__1983,=Ouml=zsu:M=_Tamer,1983,7,8,13.224045766643629,5.048483260875706,-8.175562505767923
=Ouml=zsu:M=_Tamer__1983,=Ouml=zsu:M=_Tamer,1983,8,9,5.048483260875706,16.883716157126276,11.83523289625057
=Ouml=zsu:M=_Tamer__1983,=Ouml=zsu:M=_Tamer,1983,9,10,16.883716157126276,4.6144047052993615,-12.269311451826916
=Ouml=zsu:M=_Tamer__1983,=Ouml=zsu:M=_Tamer,1983,10,11,4.6144047052993615,15.465079682145843,10.85067497684648
=Ouml=zsu:M=_Tamer__1983,=Ouml=zsu:M=_Tamer,1983,11,12,15.465079682145843,8.470582324333895,-6.994497357811948
=Ouml=zsu:M=_Tamer__1983,=Ouml=zsu:M=_Tamer,1983,12,13,8.470582324333895,24.38057786593359,15.909995541599693
=Ouml=zsu:M=_Tamer__1983,=Ouml=zsu:M=_Tamer,1983,13,14,24.38057786593359,17.55925646109865,-6.82132140483494
=Ouml=zsu:M=_Tamer__1983,=Ouml=zsu:M=_Tamer,1983,14,15,17.55925646109865,13.126118187221572,-4.433138273877077
=Ouml=zsu:M=_Tamer__1983,=Ouml=zsu:M=_Tamer,1983,15,16,13.126118187221572,10.822350164591086,-2.3037680226304857
=Ouml=zsu:M=_Tamer__1983,=Ouml=zsu:M=_Tamer,1983,16,17,10.822350164591086,19.100167907373773,8.277817742782688
=Ouml=zsu:M=_Tamer__1983,=Ouml=zsu:M=_Tamer,1983,17,18,19.100167907373773,20.07371361415263,0.9735457067788573
=Ouml=zsu:M=_Tamer__1983,=Ouml=zsu:M=_Tamer,1983,18,19,20.07371361415263,22.57828303635325,2.5045694222006176
=Ouml=zsu:M=_Tamer__1983,=Ouml=zsu:M=_Tamer,1983,19,20,22.57828303635325,21.782573038922727,-0.7957099974305208
=Uuml=ng=ouml=r:Alper__2002,=Uuml=ng=ouml=r:Alper,2002,0,1,6.223592296835065,7.510338103682923,1.2867458068478577
=Uuml=ng=ouml=r:Alper__2002,=Uuml=ng=ouml=r:Alper,2002,1,2,7.510338103682923,1.4510313998257118,-6.059306703857211
=Uuml=ng=ouml=r:Alper__2002,=Uuml=ng=ouml=r:Alper,2002,2,3,1.4510313998257118,7.012981309862083,5.561949910036371
=Uuml=ng=ouml=r:Alper__2002,=Uuml=ng=ouml=r:Alper,2002,3,4,7.012981309862083,0.0,-7.012981309862083
=Uuml=ng=ouml=r:Alper__2002,=Uuml=ng=ouml=r:Alper,2002,4,5,0.0,5.251352542579984,5.251352542579984
=Uuml=ng=ouml=r:Alper__2002,=Uuml=ng=ouml=r:Alper,2002,5,6,5.251352542579984,0.0,-5.251352542579984
=Uuml=ng=ouml=r:Alper__2002,=Uuml=ng=ouml=r:Alper,2002,6,7,0.0,1.2315514575691924,1.2315514575691924
=Uuml=ng=ouml=r:Alper__2002,=Uuml=ng=ouml=r:Alper,2002,7,8,1.2315514575691924,0.0,-1.2315514575691924
=Uuml=ng=ouml=r:Alper__2002,=Uuml=ng=ouml=r:Alper,2002,8,9,0.0,0.0,0.0
=Uuml=ng=ouml=r:Alper__2002,=Uuml=ng=ouml=r:Alper,2002,9,10,0.0,1.1232590248778695,1.1232590248778695
=Uuml=ng=ouml=r:Alper__2002,=Uuml=ng=ouml=r:Alper,2002,10,11,1.1232590248778695,0.0,-1.1232590248778695
=Uuml=ng=ouml=r:Alper__2002,=Uuml=ng=ouml=r:Alper,2002,11,12,0.0,0.0,0.0
Abbeel:Pieter__2008,Abbeel:Pieter,2008,0,1,5.426342799856521,1.312838135644996,-4.113504664211525
Abbeel:Pieter__2008,Abbeel:Pieter,2008,1,2,1.312838135644996,13.983259523713956,12.67042138806896
Abbeel:Pieter__2008,Abbeel:Pieter,2008,2,3,13.983259523713956,9.85241166055354,-4.130847863160415
Abbeel:Pieter__2008,Abbeel:Pieter,2008,3,4,9.85241166055354,11.937511154843088,2.0850994942895476
Abbeel:Pieter__2008,Abbeel:Pieter,2008,4,5,11.937511154843088,10.41920181656517,-1.518309338277918
Abbeel:Pieter__2008,Abbeel:Pieter,2008,5,6,10.41920181656517,15.725626348290174,5.306424531725003
Abbeel:Pieter__2008,Abbeel:Pieter,2008,6,7,15.725626348290174,30.530154699121375,14.804528350831202
Abbeel:Pieter__2008,Abbeel:Pieter,2008,7,8,30.530154699121375,9.530182252814845,-20.99997244630653
Abdel=Wahab:Hussein_M=__1976,Abdel=Wahab:Hussein_M=,1976,0,1,6.044478515578415,5.613461002135438,-0.4310175134429777
Abdel=Wahab:Hussein_M=__1976,Abdel=Wahab:Hussein_M=,1976,1,2,5.613461002135438,0.0,-5.613461002135438
Abdel=Wahab:Hussein_M=__1976,Abdel=Wahab:Hussein_M=,1976,2,3,0.0,4.885269831969991,4.885269831969991
Abdel=Wahab:Hussein_M=__1976,Abdel=Wahab:Hussein_M=,1976,3,4,4.885269831969991,0.0,-4.885269831969991
Abdel=Wahab:Hussein_M=__1976,Abdel=Wahab:Hussein_M=,1976,4,5,0.0,0.0,0.0
Abdel=Wahab:Hussein_M=__1976,Abdel=Wahab:Hussein_M=,1976,5,6,0.0,4.04208312582216,4.04208312582216
Abdel=Wahab:Hussein_M=__1976,Abdel=Wahab:Hussein_M=,1976,6,7,4.04208312582216,0.0,-4.04208312582216
Abdel=Wahab:Hussein_M=__1976,Abdel=Wahab:Hussein_M=,1976,7,8,0.0,0.0,0.0
Abdel=Wahab:Hussein_M=__1976,Abdel=Wahab:Hussein_M=,1976,8,9,0.0,0.0,0.0
Abdel=Wahab:Hussein_M=__1976,Abdel=Wahab:Hussein_M=,1976,9,10,0.0,3.2290636986567964,3.2290636986567964
Abdel=Wahab:Hussein_M=__1976,Abdel=Wahab:Hussein_M=,1976,10,11,3.2290636986567964,0.0,-3.2290636986567964
Abdel=Wahab:Hussein_M=__1976,Abdel=Wahab:Hussein_M=,1976,11,12,0.0,2.9143644012641174,2.9143644012641174
Abdel=Wahab:Hussein_M=__1976,Abdel=Wahab:Hussein_M=,1976,12,13,2.9143644012641174,2.7745235004123305,-0.1398409008517869
Abdel=Wahab:Hussein_M=__1976,Abdel=Wahab:Hussein_M=,1976,13,14,2.7745235004123305,2.6448091533287252,-0.1297143470836053
Abdel=Wahab:Hussein_M=__1976,Abdel=Wahab:Hussein_M=,1976,14,15,2.6448091533287252,5.048483260875706,2.4036741075469807
Abdel=Wahab:Hussein_M=__1976,Abdel=Wahab:Hussein_M=,1976,15,16,5.048483260875706,7.235878353054118,2.187395092178412
Abdel=Wahab:Hussein_M=__1976,Abdel=Wahab:Hussein_M=,1976,16,17,7.235878353054118,2.3072023526496808,-4.928676000404437
Abdel=Wahab:Hussein_M=__1976,Abdel=Wahab:Hussein_M=,1976,17,18,2.3072023526496808,8.837188389797625,6.529986037147944
Abdel=Wahab:Hussein_M=__1976,Abdel=Wahab:Hussein_M=,1976,18,19,8.837188389797625,16.94116464866779,8.103976258870166
Abdel=Wahab:Hussein_M=__1976,Abdel=Wahab:Hussein_M=,1976,19,20,16.94116464866779,26.412292688094723,9.471128039426933
Abdelrahman:Tarek_S=__1989,Abdelrahman:Tarek_S=,1989,4,5,6.6278912923482185,10.58822790541737,3.960336613069151
Abdelrahman:Tarek_S=__1989,Abdelrahman:Tarek_S=,1989,5,6,10.58822790541737,6.095144466483397,-4.493083438933972
Abdelrahman:Tarek_S=__1989,Abdelrahman:Tarek_S=,1989,6,7,6.095144466483397,3.902056991355255,-2.193087475128142
Abdelrahman:Tarek_S=__1989,Abdelrahman:Tarek_S=,1989,7,8,3.902056991355255,0.0,-3.902056991355255
Abdelrahman:Tarek_S=__1989,Abdelrahman:Tarek_S=,1989,8,9,0.0,1.8037250274318477,1.8037250274318477
Abdelrahman:Tarek_S=__1989,Abdelrahman:Tarek_S=,1989,9,10,1.8037250274318477,3.4727578013406863,1.6690327739088386
Abdelrahman:Tarek_S=__1989,Abdelrahman:Tarek_S=,1989,10,11,3.4727578013406863,1.6728094678460528,-1.7999483334946336
Abdelrahman:Tarek_S=__1989,Abdelrahman:Tarek_S=,1989,11,12,1.6728094678460528,0.0,-1.6728094678460528
Abdelrahman:Tarek_S=__1989,Abdelrahman:Tarek_S=,1989,12,13,0.0,7.779490371043831,7.779490371043831
Abdelrahman:Tarek_S=__1989,Abdelrahman:Tarek_S=,1989,13,14,7.779490371043831,3.0041352414731692,-4.775355129570662
Abdelrahman:Tarek_S=__1989,Abdelrahman:Tarek_S=,1989,14,15,3.0041352414731692,1.4510313998257118,-1.5531038416474574
Abdelrahman:Tarek_S=__1989,Abdelrahman:Tarek_S=,1989,15,16,1.4510313998257118,2.805192523944833,1.3541611241191214
Abdelrahman:Tarek_S=__1989,Abdelrahman:Tarek_S=,1989,16,17,2.805192523944833,0.0,-2.805192523944833
Abdelrahman:Tarek_S=__1989,Abdelrahman:Tarek_S=,1989,17,18,0.0,3.938514406934989,3.938514406934989
Abdelrahman:Tarek_S=__1989,Abdelrahman:Tarek_S=,1989,18,19,3.938514406934989,1.2712054112467233,-2.6673089956882654
Abdelrahman:Tarek_S=__1989,Abdelrahman:Tarek_S=,1989,19,20,1.2712054112467233,4.9262058302767695,3.6550004190300465
Abi=Antoun:Marwan__2010,Abi=Antoun:Marwan,2010,0,1,2.625676271289992,3.81361623374017,1.1879399624501779
Abi=Antoun:Marwan__2010,Abi=Antoun:Marwan,2010,1,2,3.81361623374017,0.0,-3.81361623374017
Abi=Antoun:Marwan__2010,Abi=Antoun:Marwan,2010,2,3,0.0,3.581253346452926,3.581253346452926
Abi=Antoun:Marwan__2010,Abi=Antoun:Marwan,2010,3,4,3.581253346452926,4.630756362917854,1.0495030164649277
Abi=Antoun:Marwan__2010,Abi=Antoun:Marwan,2010,4,5,4.630756362917854,4.493036099511478,-0.13772026340637566
Abi=Antoun:Marwan__2010,Abi=Antoun:Marwan,2010,5,6,4.493036099511478,1.0903626678257634,-3.402673431685715
Abi=Antoun:Marwan__2010,Abi=Antoun:Marwan,2010,6,7,1.0903626678257634,1.0589091392016494,-0.03145352862411399
Abidi:Mongi_A=__1986,Abidi:Mongi_A=,1986,3,4,2.9143644012641174,5.549047000824661,2.6346825995605436
Abidi:Mongi_A=__1986,Abidi:Mongi_A=,1986,4,5,5.549047000824661,2.6448091533287252,-2.904237847495936
Abidi:Mongi_A=__1986,Abidi:Mongi_A=,1986,5,6,2.6448091533287252,0.0,-2.6448091533287252
Abidi:Mongi_A=__1986,Abidi:Mongi_A=,1986,6,7,0.0,2.4119594510180393,2.4119594510180393
Abidi:Mongi_A=__1986,Abidi:Mongi_A=,1986,7,8,2.4119594510180393,0.0,-2.4119594510180393
Abidi:Mongi_A=__1986,Abidi:Mongi_A=,1986,8,9,0.0,2.209297097449406,2.209297097449406
Abidi:Mongi_A=__1986,Abidi:Mongi_A=,1986,9,10,2.209297097449406,4.235291162166948,2.0259940647175414
Abidi:Mongi_A=__1986,Abidi:Mongi_A=,1986,10,11,4.235291162166948,0.0,-4.235291162166948
Abidi:Mongi_A=__1986,Abidi:Mongi_A=,1986,11,12,0.0,5.853085487032883,5.853085487032883
Abidi:Mongi_A=__1986,Abidi:Mongi_A=,1986,12,13,5.853085487032883,9.375798705158266,3.522713218125383
Abidi:Mongi_A=__1986,Abidi:Mongi_A=,1986,13,14,9.375798705158266,12.626075192022933,3.250276486864667
Abidi:Mongi_A=__1986,Abidi:Mongi_A=,1986,14,15,12.626075192022933,12.154652304692402,-0.4714228873305313
Abidi:Mongi_A=__1986,Abidi:Mongi_A=,1986,15,16,12.154652304692402,20.07371361415263,7.919061309460229
Abidi:Mongi_A=__1986,Abidi:Mongi_A=,1986,16,17,20.07371361415263,11.289141518176624,-8.784572095976007
Abidi:Mongi_A=__1986,Abidi:Mongi_A=,1986,17,18,11.289141518176624,10.891286519461364,-0.3978549987152604
Abidi:Mongi_A=__1986,Abidi:Mongi_A=,1986,18,19,10.891286519461364,13.51860858662926,2.6273220671678956
Abidi:Mongi_A=__1986,Abidi:Mongi_A=,1986,19,20,13.51860858662926,34.824753595817086,21.306145009187826
Abu=Mostafa:Yaser_S=__1983,Abu=Mostafa:Yaser_S=,1983,1,2,3.811036551090419,7.200019461162331,3.3889829100719115
Abu=Mostafa:Yaser_S=__1983,Abu=Mostafa:Yaser_S=,1983,2,3,7.200019461162331,3.40668079401508,-3.7933386671472507
Abu=Mostafa:Yaser_S=__1983,Abu=Mostafa:Yaser_S=,1983,3,4,3.40668079401508,6.458127397313593,3.051446603298513
Abu=Mostafa:Yaser_S=__1983,Abu=Mostafa:Yaser_S=,1983,4,5,6.458127397313593,15.327251907534748,8.869124510221155
Abu=Mostafa:Yaser_S=__1983,Abu=Mostafa:Yaser_S=,1983,5,6,15.327251907534748,5.828728802528235,-9.498523105006512
Abu=Mostafa:Yaser_S=__1983,Abu=Mostafa:Yaser_S=,1983,6,7,5.828728802528235,5.549047000824661,-0.2796818017035738
Abu=Mostafa:Yaser_S=__1983,Abu=Mostafa:Yaser_S=,1983,7,8,5.549047000824661,0.0,-5.549047000824661
Abu=Mostafa:Yaser_S=__1983,Abu=Mostafa:Yaser_S=,1983,8,9,0.0,2.524241630437853,2.524241630437853
Abu=Mostafa:Yaser_S=__1983,Abu=Mostafa:Yaser_S=,1983,9,10,2.524241630437853,4.823918902036079,2.2996772715982257
Abu=Mostafa:Yaser_S=__1983,Abu=Mostafa:Yaser_S=,1983,10,11,4.823918902036079,4.6144047052993615,-0.20951419673671712
